,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Text
664,Very Negative,2023-08-23 16:45:00,twitter,"snackninja,highschoolsnacks",28,55,usa,hide snack stash backpack emerg crave snack ninja mode activ
665,Positive,2023-08-24 18:20:00,instagram,"surpriseadventure,highschoolfun",20,38,uk,plan surpris scaveng hunt friend anticip thrill excit
666,Positive,2023-08-25 14:15:00,facebook,"raindance,highschooljoy",25,50,canada,danc rain celebr end exam rain danc unexpectedli refresh
667,Negative,2023-08-26 17:30:00,twitter,"textingfail,highschoolawkward",18,35,usa,accident sent text meant friend class group chat text fail oop moment
668,Negative,2023-08-27 20:45:00,instagram,"magicfail,highschoolmagic",22,45,uk,tri magic trick impress classmat magic fail rabbit go
669,Positive,2023-08-28 16:00:00,twitter,"origamimaster,highschoolart",18,36,usa,perfect art creat origami dull lectur origami masteri
670,Positive,2023-08-29 13:45:00,instagram,"hackysackchallenge,highschoolathlete",26,48,canada,attempt set new record consecut hacki sack kick hacki sack skill unleash
671,Positive,2023-08-30 17:30:00,facebook,"friendshipgoals,highschoolmemories",20,40,usa,creat secret handshak friend friendship level expert
672,Positive,2023-08-31 20:15:00,twitter,"burgerquest,highschoolfoodie",24,42,uk,embark mission find best burger joint town burger connoisseur report duti
673,Positive,2023-09-01 14:45:00,instagram,"standupcomedy,highschooltalent",21,39,canada,practic standup comedi routin upcom talent show comedi gig make
674,Negative,2023-09-02 18:30:00,facebook,"loveletterfail,highschoolawkward",17,33,usa,accident sent love letter wrong person love note fail maximum embarrass
675,Positive,2023-09-03 22:00:00,twitter,"sciencegeek,highschoolexperiments",23,44,uk,attempt impress teacher elabor scienc experi scienc geek mode activ
676,Positive,2023-09-04 15:15:00,instagram,"friendshipbracelets,highschoolcrafts",19,37,usa,craft intric friendship bracelet whole squad friendship level expert weaver
677,Positive,2023-09-05 12:30:00,twitter,"cartwheelchallenge,highschoolathlete",27,52,canada,attempt beat record consecut cartwheel cartwheel challeng underway
678,Positive,2023-09-06 16:45:00,facebook,"movienight,highschoolmemories",22,43,uk,organ movi marathon friend popcorn cinemat adventur await
679,Positive,2023-09-07 18:20:00,instagram,"hairexperiment,highschoolstyle",20,39,usa,experi new hair color bold chang bold semest
680,Positive,2023-09-08 14:15:00,facebook,"timecapsule,highschoolnostalgia",26,48,canada,build time capsul captur memori futur timetravel emot
681,Negative,2023-09-09 17:30:00,twitter,"firstdayoops,highschoolembarrassment",16,32,usa,accident walk wrong classroom first day classroom mixup awkward start
682,Positive,2023-09-10 20:45:00,instagram,"healthyliving,highschoolwellness",23,42,uk,tri new smoothi recip healthi start week smoothi enthusiast level
683,Negative,2023-09-11 15:45:00,twitter,"schoolchallenges,highschoolstruggles",15,28,usa,reflect challeng school year feel bit overwhelm assign
684,Very Negative,2023-09-12 12:30:00,instagram,"onlinehate,highschoolreality",18,36,canada,encount meanspirit comment onlin deal onlin hate never easi
685,Negative,2023-09-13 16:45:00,facebook,"badday,highschoolblues",20,40,uk,bad day school everyth seem go wrong
686,Negative,2023-09-14 18:20:00,twitter,"disappointment,highschoolsports",17,34,usa,feel make sport team disappoint linger
687,Very Negative,2023-09-15 14:15:00,instagram,"cafeteriadrama,highschooltension",21,41,canada,wit heat argument cafeteria unpleas atmospher lunch
688,Negative,2023-09-16 17:30:00,facebook,"academicfrustration,highschoolstress",19,38,uk,receiv notsogreat grade major project academ frustrat set
689,Negative,2023-09-17 20:45:00,twitter,"lifechallenges,highschoolstruggles",22,44,usa,deal person setback sometim life throw unexpect challeng
690,Negative,2023-09-18 22:00:00,instagram,"lonelynights,highschoolemotions",16,31,canada,feel lone saturday night sometim solitud hit harder expect
691,Very Negative,2023-09-19 15:15:00,facebook,"stopcyberbullying,highschoolreality",14,27,uk,experienc cyberbulli hate messag onlin dishearten
692,Negative,2023-09-20 12:30:00,twitter,"badluck,highschoolweather",18,35,usa,caught torrenti rainstorm without umbrella today weather bad luck
693,Negative,2023-09-21 16:45:00,instagram,"missedchances,highschoolregret",20,39,canada,miss import event due unforeseen circumst day fill sad
694,Very Negative,2023-09-22 18:20:00,facebook,"rumormills,highschooldrama",23,46,uk,deal unfound rumor circul person life rumor hurt
695,Negative,2023-09-23 14:15:00,twitter,"badluckday,highschoolstruggles",25,50,usa,got flat tire way import meet talk seri bad event
696,Negative,2023-09-24 17:30:00,instagram,"sayinggoodbye,highschoolemotions",21,42,canada,feel sens empti close friend move away farewel alway sad
697,Negative,2023-09-25 20:45:00,facebook,"collegedreams,highschooljourney",19,37,uk,face reject dream colleg dishearten determin explor path
698,Very Negative,2023-09-26 14:15:00,twitter,"onlinegaming,highschoolgamer",16,32,usa,encount onlin toxic game session hate comment ruin fun
699,Negative,2023-09-27 17:30:00,instagram,"badhairday,highschoolconfidence",18,36,canada,bad hair day feel selfconsci bad hair day affect confid
700,Negative,2023-09-28 22:00:00,facebook,"projectstruggles,highschoolhardships",21,41,uk,feel sens despair major project failur hard work didnt pay time
701,Very Negative,2023-09-29 15:45:00,twitter,"onlineopinions,highschoolcriticism",24,48,usa,experienc hate comment express person opinion onlin neg prevail
702,Negative,2023-09-30 18:20:00,instagram,"techissues,highschooltech",22,43,canada,string bad luck constant technolog malfunct tech troubl galor
703,Negative,2023-10-01 14:15:00,facebook,"missedmoments,highschoolregret",20,39,uk,miss longanticip event due unexpect circumst day fill sad
704,Neutral,2023-10-02 16:45:00,instagram,"studystrategies,highschoolexams",23,42,usa,tri new studi techniqu upcom exam explor differ learn strategi
705,Neutral,2023-10-03 12:30:00,twitter,"environmentalefforts,highschoolcommunity",26,50,canada,organ commun cleanup event cleaner neighborhood promot environment awar
706,Neutral,2023-10-04 18:20:00,facebook,"bookclub,highschoolreads",19,38,uk,share favorit book recommend classmat build mini book club
707,Neutral,2023-10-05 14:15:00,instagram,"bakingadventures,highschoolbakes",21,43,usa,experi new recip school bake sale bake adventur kitchen
708,Neutral,2023-10-06 17:30:00,twitter,"teamwork,highschoolprojects",18,36,canada,collabor school project peer teamwork make dream work
709,Neutral,2023-10-07 20:45:00,instagram,"schoolclubs,highschoolinterests",22,45,uk,attend school club meet explor new interest dabbl extracurricular activ
710,Neutral,2023-10-08 15:15:00,facebook,"careerdevelopment,highschooljobs",24,48,usa,explor new parttim job opportun gain work experi career develop progress
711,Neutral,2023-10-09 22:00:00,twitter,"schoolevents,highschoolconnectivity",20,40,canada,attend school assembl stay inform upcom event announc stay connect school activ
712,Neutral,2023-10-10 14:15:00,instagram,"photographyjourney,highschoolhobbies",25,49,uk,explor new hobbi photographi free time captur moment len
713,Neutral,2023-10-11 16:45:00,facebook,"sciencefair,highschoolscience",19,37,usa,particip scienc fair showcas uniqu experi share knowledg peer
714,Neutral,2023-10-12 18:20:00,twitter,"efficiencygoals,highschoolskills",23,44,canada,attend workshop time manag enhanc organiz skill strive effici
715,Neutral,2023-10-13 12:30:00,instagram,"communityservice,highschoolvolunteer",20,39,uk,volunt local chariti event give back commun contribut social caus
716,Neutral,2023-10-14 17:30:00,facebook,"teamspirit,highschoolprojects",18,35,usa,collabor group project promot teamwork share respons group effort action
717,Neutral,2023-10-15 20:45:00,twitter,"debateskills,highschoolintellect",22,43,canada,particip debat club enhanc critic think commun skill intellectu engag progress
718,Positive,2023-10-16 15:45:00,instagram,"surpriseparty,highschoolcelebration",27,52,uk,celebr friend birthday surpris parti joy moment laughter around
719,Positive,2023-10-17 12:30:00,twitter,"codingtriumph,highschooltech",24,48,usa,success complet challeng code project excit overcom code hurdl
720,Positive,2023-10-18 16:45:00,facebook,"talentshow,highschoolentertainment",19,38,canada,attend school talent show support classmat applaud divers talent display
721,Positive,2023-10-19 18:20:00,instagram,"natureadventures,highschoolfriends",21,42,uk,explor new hike trail friend weekend natur laughter good vibe
722,Positive,2023-10-20 14:15:00,twitter,"sportstriumph,highschoolathletics",26,50,usa,win friendli sport competit rival school victori celebr full swing
723,Positive,2023-10-21 17:30:00,facebook,"globalfriendship,highschoolcorrespondence",23,45,canada,receiv heartfelt letter pen pal anoth countri connect across globe
724,Positive,2023-10-22 20:45:00,instagram,"artcollaboration,highschoolcreativity",22,43,uk,creat beauti mural fellow art enthusiast power collabor creativ
725,Positive,2015-11-10 16:45:00,instagram,"artisticexpression,highschoolcreativity",23,44,usa,particip schoolwid art exhibit wit creativ spread posit vibe
726,Positive,2016-09-14 12:30:00,twitter,"athleticachievement,highschoolsports",26,51,canada,achiev person best track field competit thrill victori selfimprov
727,Positive,2017-08-18 18:20:00,facebook,"sciencefairwinner,highschoolscience",20,39,uk,collabor scienc project receiv recognit region fair scienc triumph smile
728,Positive,2018-06-22 14:15:00,instagram,"surprisecelebration,highschoolfriendship",25,48,usa,attend surpris birthday parti organ friend surround love laughter good compani
729,Positive,2019-04-05 17:30:00,twitter,"communitygiving,highschoolphilanthropy",22,42,canada,success fundrais school chariti initi joy give back commun
730,Positive,2020-02-29 20:45:00,facebook,"culturalcelebration,highschoolunity",21,43,uk,particip multicultur festiv celebr divers music danc delici food
731,Positive,2020-11-15 15:15:00,instagram,"virtualentertainment,highschoolpositivity",24,47,usa,organ virtual talent show challeng time bring smile classmat face
