,Text,Timestamp,Platform,Hashtags,Retweets,Likes,Country,MappedSentiment,Platform_encoded_1,Platform_encoded_2,SentimentEncoded,Country_encoded
587,enter kitchen intent left bag cook overr masterchefintrain teenhumor,2023-05-27 21:15:00,instagram,"TeenChef, CookingFail",22,45,canada,Negative,1,0,0,1
588,stare clock class wait bell ring like excit event classcountdown teenlif,2023-05-28 12:00:00,facebook,"ClassEvent, TeenExcitement",18,35,usa,Neutral,0,0,1,5
589,discov new book seri spent whole night need sleep anyway bookwormlif latenightread,2023-05-29 23:30:00,twitter,"BookDiscoveries, TeenReading",30,60,uk,Positive,0,1,3,4
590,bought new video game play hour forgot ultim game gamerlif nofoodgam,2023-05-30 20:45:00,instagram,"GameOn, TeenGamer",22,45,usa,Positive,1,0,3,5
591,spent day new product level lazyday tvseriesmarathon,2023-05-31 15:30:00,facebook,"BingeWatchDay, TeenLife",35,70,canada,Positive,0,0,3,1
592,caught latest fashion trend plan shop fashionista trendyteen,2023-06-01 18:00:00,twitter,"FashionGoals, TeenStyle",20,40,usa,Positive,0,1,3,5
593,decid learn new day one still tri figur hold musicnovic learningjourney,2023-06-02 14:30:00,instagram,"InstrumentLearning, TeenMusic",28,55,uk,Negative,1,0,0,4
594,spent hour creat perfect playlist everi music playlistmak teenmusiclov,2023-06-03 21:15:00,facebook,"MusicTherapy, TeenPlaylist",22,45,canada,Positive,0,0,3,1
595,success cook gourmet meal chef skill unlock chefmod teenchef,2023-06-04 19:30:00,twitter,"CookingSuccess, TeenCook",25,50,usa,Positive,0,1,3,5
596,spontan book weekend adventur await travelbug weekendescap,2023-06-05 10:00:00,instagram,"GetawayGoals, TeenTravel",18,35,uk,Positive,1,0,3,4
597,attend concert danc night music heartbeat concertvib danceallnight,2023-06-06 22:30:00,facebook,"MusicMagic, TeenConcert",28,55,canada,Positive,0,0,3,1
598,rediscov childhood cartoon cartoonnostalgia teenmemori,2023-06-07 12:45:00,twitter,"ChildhoodMemories, TeenCartoons",22,45,usa,Positive,0,1,3,5
599,embark diy home decor let hope turn better last diyadventur teenhomedecor,2023-06-08 16:00:00,instagram,"DIYGoals, TeenCreative",35,70,uk,Positive,1,0,3,4
600,spent afternoon museum pretend art enthusiast museumday teenartlov,2023-06-09 14:00:00,facebook,"CulturalDay, TeenCuriosity",20,40,usa,Neutral,0,0,1,5
601,start blog random thought blog new bloggerlif teenblogg,2023-06-10 17:30:00,twitter,"BloggingJourney, TeenThoughts",30,60,canada,Neutral,0,1,1,1
602,relish peac afternoon classic quiet moment best booklov peacefulafternoon,2023-06-11 15:30:00,instagram,"QuietMoments, BookishEscape",35,70,usa,Positive,1,0,3,5
603,reflect lifetim memori wrinkl tell embrac beauti lifereflect beautyinag,2023-06-12 18:00:00,twitter,"AgingGracefully, Memories",28,55,uk,Positive,0,1,3,4
604,explor world digit never late discov new digitalartistri latebloom,2023-06-13 14:45:00,facebook,"ArtDiscovery, SeniorArtist",22,45,canada,Neutral,0,0,1,1
605,savor flavor simpl joy heart homecook simplejoy,2023-06-14 19:30:00,instagram,"HappinessInFood, SeniorLife",25,50,usa,Positive,1,0,3,5
606,embark journey learn new mind stay young everi new languagelearn nevertool,2023-06-15 12:15:00,twitter,"MindEnrichment, SeniorLearning",30,60,uk,Neutral,0,1,1,4
607,attend classic music concert feel timeless melodi music transcend classicalmus timelessmelodi,2023-06-16 21:45:00,facebook,"MusicLover, SeniorConcert",18,35,canada,Positive,0,0,3,1
608,captur beauti natur everi snapshot naturephotographi seniorphotograph,2023-06-17 15:00:00,instagram,"NatureCapture, SeniorMoments",35,70,usa,Positive,1,0,3,5
609,reconnect old friend cup friendship true essenc oldfriend companionship,2023-06-18 11:30:00,twitter,"FriendshipGoals, SeniorBonding",28,55,uk,Positive,0,1,3,4
610,embark road trip revisit cherish place nostalgia ultim travel roadtrip nostalgiatour,2023-06-19 16:30:00,facebook,"CherishedPlaces, SeniorTravel",22,45,canada,Positive,0,0,3,1
611,join commun choir harmon fellow music creat bond withstand communitychoir harmonyinag,2023-06-20 14:20:00,instagram,"MusicHarmony, SeniorVoices",20,40,usa,Positive,1,0,3,5
612,explor art medit find tranquil still meditationjourney tranquilmind,2023-06-21 19:00:00,twitter,"MindfulLiving, SeniorCalm",18,35,uk,Positive,0,1,3,4
613,take stroll garden appreci beauti bloom natur wonder never gardenwalk floralbeauti,2023-06-22 13:45:00,facebook,"NatureWonders, SeniorGarden",25,50,usa,Positive,0,0,3,5
614,sip favorit vintag wine sip tell stori year gone cheer life winelov vintagech,2023-06-23 18:45:00,instagram,"LifeWellLived, SeniorWine",28,55,uk,Positive,1,0,3,4
615,particip commun art class unleash creativ golden art age artclass seniorartistri,2023-06-24 16:15:00,twitter,"CreativityAtAnyAge, SeniorCreativity",22,45,canada,Positive,0,1,3,1
616,embark journey write memoir document lifetim everi stori memoirwrit seniorstori,2023-06-25 20:30:00,facebook,"LifetimeExperiences, SeniorMemoir",35,70,usa,Positive,0,0,3,5
617,attend lectur histori alway fascin lesson learn lifelong historylectur seniorlearn,2023-06-26 14:00:00,instagram,"LifetimeAdventure, SeniorCuriosity",30,60,uk,Neutral,1,0,1,4
618,rediscov joy cook tradit famili kitchen place cherish familyrecip seniorcook,2023-06-27 17:45:00,twitter,"KitchenMemories, SeniorCulinary",20,40,usa,Positive,0,1,3,5
619,join natur photographi club captur beauti great everi click connect naturephotographi seniorphotograph,2023-06-28 22:15:00,facebook,"OutdoorBeauty, SeniorClicks",18,35,uk,Positive,0,0,3,4
620,attend jazz concert sway rhythm timeless music constant companion golden jazzconcert seniormus,2023-06-29 16:30:00,instagram,"TimelessTunes, SeniorJazz",25,50,usa,Positive,1,0,3,5
621,join write group pen thought write journey depth writinggroup seniorwrit,2023-06-30 19:30:00,twitter,"SoulfulWriting, SeniorReflections",28,55,uk,Positive,0,1,3,4
622,embark solo travel adventur discov beauti new place solotravel seniorexplor,2023-07-01 14:00:00,instagram,"DiscoverNewPlaces, SeniorTravel",30,60,usa,Positive,1,0,3,5
623,attend vintag car show reminisc classic rule nostalgia everi vintagecar classicrid,2023-07-02 18:30:00,facebook,"RoadTripDownMemoryLane, SeniorCars",22,45,uk,Positive,0,0,3,4
624,start commun garden grow plant friendship green thumb unit communitygarden seniorgarden,2023-07-03 12:45:00,twitter,"GardenFriends, SeniorGreenThumb",28,55,canada,Positive,0,1,3,1
625,host famili dinner laughter echo louder clink famili heart familydinn seniorhost,2023-07-04 17:00:00,instagram,"HeartwarmingMoments, SeniorFamily",35,70,usa,Positive,1,0,3,5
626,enrol danc class senior move rhythm age number danc danceclass seniordanc,2023-07-05 20:15:00,twitter,"DanceLife, SeniorMoves",18,35,uk,Positive,0,1,3,4
627,visit art galleri appreci brushstrok tell tale art etern artgalleri seniorartlov,2023-07-06 14:30:00,facebook,"CreativeExpressions, SeniorArt",25,50,usa,Positive,0,0,3,5
628,start book club senior discuss live charact bookclub seniorread,2023-07-07 19:45:00,instagram,"BookishTalks, SeniorBookworms",22,45,uk,Positive,1,0,3,4
629,host picnic park bask warmth friendship simpl joy timeless parkpicn seniorjoy,2023-07-08 16:00:00,twitter,"FriendshipSunshine, SeniorMemories",30,60,canada,Positive,0,1,3,1
630,particip local theater product prove stage belong everi theaterproduct senioractor,2023-07-09 22:30:00,facebook,"StagePassion, SeniorTheater",20,40,usa,Positive,0,0,3,5
631,embark hike adventur conquer trail relish beauti age number hikingadventur seniorhik,2023-07-10 14:20:00,instagram,"NatureTrailBlazer, SeniorExplorer",28,55,uk,Positive,1,0,3,4
632,host photographi exhibit featur snapshot life everi photo stori photographyexhibit seniorphotograph,2023-07-11 18:45:00,twitter,"LifeInPictures, SeniorExhibition",22,45,canada,Positive,0,1,3,1
633,join senior cycl club feel wind hair freedom open cyclingclub seniorcyclist,2023-07-12 13:45:00,facebook,"OpenRoadAdventures, SeniorCycling",25,50,usa,Positive,0,0,3,5
634,attend wine tast event savor rich flavor age like fine cheer golden year winetast seniorwinelov,2023-07-13 20:00:00,instagram,"AgedToPerfection, SeniorCheers",35,70,uk,Positive,1,0,3,4
635,start learn ballroom danc glide grace across danc ageless eleg everi ballroomdanc seniordanc,2023-07-14 16:15:00,twitter,"GracefulMoves, SeniorDance",20,40,usa,Positive,0,1,3,5
636,organ commun paint event turn blank canvas masterpiec share paintingev seniorartist,2023-07-15 19:30:00,facebook,"CommunityArt, SeniorCreativity",28,55,canada,Positive,0,0,3,1
637,host lane even old friend reminisc adventur shape memorylan seniorreminisc,2023-07-16 14:00:00,instagram,"FriendshipAdventures, SeniorNostalgia",30,60,usa,Positive,1,0,3,5
638,join senior astronomi club stargaz find wonder vast astronomyclub seniorstargaz,2023-07-17 22:15:00,twitter,"CelestialWonders, SeniorAstronomy",18,35,uk,Neutral,0,1,1,4
639,attend local jazz festiv tap toe tune stood test music lifelong love jazzfestiv seniormusiclov,2023-07-18 16:30:00,facebook,"TimelessTunes, SeniorJazz",25,50,usa,Positive,0,0,3,5
640,start blog share wisdom gain year prove everi day chanc learn seniorwisdom blog,2023-07-19 19:45:00,instagram,"LifeLessons, SeniorBlog",22,45,uk,Positive,1,0,3,4
641,particip chariti run prove age barrier support meaning charityrun seniorrunn,2023-07-20 17:00:00,twitter,"RunForACause, SeniorSupport",30,60,canada,Positive,0,1,3,1
642,surviv challeng physic equat wo defeat,2023-08-01 13:30:00,instagram,"PhysicsSurvivor, HighSchoolAdventures",20,40,usa,Neutral,1,0,1,5
643,explor world debug adventur codingjourney highschoolcod,2023-08-02 14:45:00,twitter,"CodingAdventure, HighSchoolCoderLife",25,50,uk,Positive,0,1,3,4
644,join school debat word weapon readi battl,2023-08-03 12:15:00,facebook,"DebateWarrior, HighSchoolDebater",18,35,canada,Positive,0,0,3,1
645,start photographi club captur moment one snapshot time,2023-08-04 16:30:00,instagram,"PhotographyClub, HighSchoolPhotographer",22,45,usa,Positive,1,0,3,5
646,daydream upcom dress danc fairytal make,2023-08-05 19:45:00,twitter,"PromDreams, HighSchoolFairytale",30,60,canada,Positive,0,1,3,1
647,convinc teacher class learn equat side fresh air,2023-08-06 14:00:00,facebook,"OutdoorClassroom, HighSchoolExplorer",28,55,usa,Positive,0,0,3,5
648,accident spill paint art abstract art right artclassadventur highschoolartist,2023-08-07 19:45:00,instagram,"ArtisticMishaps, HighSchoolArt",22,45,uk,Negative,1,0,0,4
649,tri master perfect kickflip skate weekend like pro,2023-08-08 16:00:00,twitter,"SkaterLife, HighSchoolSkater",30,60,canada,Positive,0,1,3,1
650,bond friend latest fangirl finest,2023-08-09 22:30:00,facebook,"KpopFangirl, HighSchoolMusic",20,40,usa,Positive,0,0,3,5
651,spent hour perfect chemistri mix potion like wizard,2023-08-10 14:20:00,instagram,"ChemistryWizard, HighSchoolScientist",28,55,uk,Positive,1,0,3,4
652,success organ surpris birthday parti parti plan expert mode achiev,2023-08-11 18:45:00,twitter,"BirthdayParty, HighSchoolCelebration",22,45,canada,Positive,0,1,3,1
653,join drama club unleash inner light camera action,2023-08-12 13:45:00,facebook,"DramaClubStar, HighSchoolActor",25,50,usa,Positive,0,0,3,5
654,got hand latest fantasi dive realm magic adventur,2023-08-13 20:00:00,instagram,"FantasyBookNerd, HighSchoolReader",35,70,uk,Positive,1,0,3,4
655,master art perfect doodl bore doodl,2023-08-14 16:15:00,twitter,"DoodleMaster, HighSchoolArt",20,40,usa,Positive,0,1,3,5
656,attempt break school record longest wish luck,2023-08-15 19:30:00,facebook,"HandstandChallenge, HighSchoolAthlete",28,55,canada,Positive,0,0,3,1
657,sneak snack class like art sacr skill,2023-08-16 14:00:00,instagram,"SnackSmuggler, HighSchoolSnacks",30,60,usa,Negative,1,0,0,5
658,host sleepov friend prepar night laughter memori,2023-08-17 22:15:00,twitter,"SleepoverFun, HighSchoolMemories",18,35,uk,Positive,0,1,3,4
659,spent hour tiktok danc realiz two left danc fail unleash,2023-08-18 16:30:00,facebook,"DanceFail, HighSchoolTikTok",25,50,usa,Negative,0,0,0,5
660,accident like crush old photo stalk awkward level maximum,2023-08-19 19:45:00,instagram,"SocialMediaBlunder, HighSchoolAwkward",22,45,uk,Negative,1,0,0,4
661,tri impress crush smooth end spill smooth level nonexist,2023-08-20 17:00:00,twitter,"CrushFail, HighSchoolEmbarrassment",30,60,canada,Negative,0,1,0,1
662,master art creat paper airplan paper plane soar new height,2023-08-21 15:45:00,instagram,"PaperPlaneExpert, HighSchoolArt",15,30,usa,Positive,1,0,3,5
663,tri set new trend juggl textbook academ juggl uniqu skill,2023-08-22 12:30:00,facebook,"TextbookJuggling, HighSchoolSkills",22,40,canada,Positive,0,0,3,1
664,hide snack stash backpack emerg snack ninja mode activ,2023-08-23 16:45:00,twitter,"SnackNinja, HighSchoolSnacks",28,55,usa,Negative,0,1,0,5
665,plan surpris scaveng hunt anticip thrill excit,2023-08-24 18:20:00,instagram,"SurpriseAdventure, HighSchoolFun",20,38,uk,Positive,1,0,3,4
666,danc rain celebr end rain danc unexpectedli refresh,2023-08-25 14:15:00,facebook,"RainDance, HighSchoolJoy",25,50,canada,Positive,0,0,3,1
667,accident sent text meant friend class group text fail oop moment,2023-08-26 17:30:00,twitter,"TextingFail, HighSchoolAwkward",18,35,usa,Negative,0,1,0,5
668,tri magic trick impress magic fail rabbit go,2023-08-27 20:45:00,instagram,"MagicFail, HighSchoolMagic",22,45,uk,Negative,1,0,0,4
669,perfect art creat origami dull origami masteri,2023-08-28 16:00:00,twitter,"OrigamiMaster, HighSchoolArt",18,36,usa,Positive,0,1,3,5
670,attempt set new record consecut hacki sack hacki sack skill unleash,2023-08-29 13:45:00,instagram,"HackySackChallenge, HighSchoolAthlete",26,48,canada,Positive,1,0,3,1
671,creat secret handshak friendship level expert,2023-08-30 17:30:00,facebook,"FriendshipGoals, HighSchoolMemories",20,40,usa,Positive,0,0,3,5
672,embark mission find best burger joint burger connoisseur report duti,2023-08-31 20:15:00,twitter,"BurgerQuest, HighSchoolFoodie",24,42,uk,Positive,0,1,3,4
673,practic comedi routin upcom talent comedi gig make,2023-09-01 14:45:00,instagram,"StandUpComedy, HighSchoolTalent",21,39,canada,Positive,1,0,3,1
674,accident sent love letter wrong love note fail maximum embarrass,2023-09-02 18:30:00,facebook,"LoveLetterFail, HighSchoolAwkward",17,33,usa,Negative,0,0,0,5
675,attempt impress teacher elabor scienc scienc geek mode activ,2023-09-03 22:00:00,twitter,"ScienceGeek, HighSchoolExperiments",23,44,uk,Positive,0,1,3,4
676,craft intric friendship bracelet whole friendship level expert weaver,2023-09-04 15:15:00,instagram,"FriendshipBracelets, HighSchoolCrafts",19,37,usa,Positive,1,0,3,5
677,attempt beat record consecut cartwheel challeng underway,2023-09-05 12:30:00,twitter,"CartwheelChallenge, HighSchoolAthlete",27,52,canada,Positive,0,1,3,1
678,organ movi marathon popcorn cinemat adventur await,2023-09-06 16:45:00,facebook,"MovieNight, HighSchoolMemories",22,43,uk,Positive,0,0,3,4
679,experi new hair bold chang bold semest,2023-09-07 18:20:00,instagram,"HairExperiment, HighSchoolStyle",20,39,usa,Positive,1,0,3,5
680,build time capsul captur memori emot,2023-09-08 14:15:00,facebook,"TimeCapsule, HighSchoolNostalgia",26,48,canada,Positive,0,0,3,1
681,accident walk wrong classroom first classroom awkward start,2023-09-09 17:30:00,twitter,"FirstDayOops, HighSchoolEmbarrassment",16,32,usa,Negative,0,1,0,5
682,tri new smoothi recip healthi start smoothi enthusiast level,2023-09-10 20:45:00,instagram,"HealthyLiving, HighSchoolWellness",23,42,uk,Positive,1,0,3,4
683,reflect challeng school feel bit overwhelm assign,2023-09-11 15:45:00,twitter,"SchoolChallenges, HighSchoolStruggles",15,28,usa,Negative,0,1,0,5
684,encount comment deal onlin hate never easi,2023-09-12 12:30:00,instagram,"OnlineHate, HighSchoolReality",18,36,canada,Negative,1,0,0,1
685,bad day everyth seem go wrong,2023-09-13 16:45:00,facebook,"BadDay, HighSchoolBlues",20,40,uk,Negative,0,0,0,4
686,feel make sport disappoint linger,2023-09-14 18:20:00,twitter,"Disappointment, HighSchoolSports",17,34,usa,Negative,0,1,0,5
687,wit heat argument unpleas atmospher lunch,2023-09-15 14:15:00,instagram,"CafeteriaDrama, HighSchoolTension",21,41,canada,Negative,1,0,0,1
688,receiv grade major academ frustrat set,2023-09-16 17:30:00,facebook,"AcademicFrustration, HighSchoolStress",19,38,uk,Negative,0,0,0,4
689,deal person sometim life throw unexpect challeng,2023-09-17 20:45:00,twitter,"LifeChallenges, HighSchoolStruggles",22,44,usa,Negative,0,1,0,5
690,feel lone saturday sometim solitud hit harder expect,2023-09-18 22:00:00,instagram,"LonelyNights, HighSchoolEmotions",16,31,canada,Negative,1,0,0,1
691,experienc hate messag onlin dishearten,2023-09-19 15:15:00,facebook,"StopCyberbullying, HighSchoolReality",14,27,uk,Negative,0,0,0,4
692,caught torrenti rainstorm without today weather bad luck,2023-09-20 12:30:00,twitter,"BadLuck, HighSchoolWeather",18,35,usa,Negative,0,1,0,5
693,miss import event due unforeseen day fill sad,2023-09-21 16:45:00,instagram,"MissedChances, HighSchoolRegret",20,39,canada,Negative,1,0,0,1
694,deal unfound rumor circul person rumor hurt,2023-09-22 18:20:00,facebook,"RumorMills, HighSchoolDrama",23,46,uk,Negative,0,0,0,4
695,got flat tire way import talk seri bad event,2023-09-23 14:15:00,twitter,"BadLuckDay, HighSchoolStruggles",25,50,usa,Negative,0,1,0,5
696,feel sens empti close friend move farewel alway sad,2023-09-24 17:30:00,instagram,"SayingGoodbye, HighSchoolEmotions",21,42,canada,Negative,1,0,0,1
697,face reject dream dishearten determin explor path,2023-09-25 20:45:00,facebook,"CollegeDreams, HighSchoolJourney",19,37,uk,Negative,0,0,0,4
698,encount onlin toxic game hate comment ruin fun,2023-09-26 14:15:00,twitter,"OnlineGaming, HighSchoolGamer",16,32,usa,Negative,0,1,0,5
699,bad hair day feel bad hair day affect confid,2023-09-27 17:30:00,instagram,"BadHairDay, HighSchoolConfidence",18,36,canada,Negative,1,0,0,1
700,feel sens despair major project hard work pay time,2023-09-28 22:00:00,facebook,"ProjectStruggles, HighSchoolHardships",21,41,uk,Negative,0,0,0,4
701,experienc hate comment express person onlin neg prevail,2023-09-29 15:45:00,twitter,"OnlineOpinions, HighSchoolCriticism",24,48,usa,Negative,0,1,0,5
702,string bad luck constant technolog tech troubl galor,2023-09-30 18:20:00,instagram,"TechIssues, HighSchoolTech",22,43,canada,Negative,1,0,0,1
703,miss event due unexpect day fill sad,2023-10-01 14:15:00,facebook,"MissedMoments, HighSchoolRegret",20,39,uk,Negative,0,0,0,4
704,tri new studi techniqu upcom explor differ learn strategi,2023-10-02 16:45:00,instagram,"StudyStrategies, HighSchoolExams",23,42,usa,Neutral,1,0,1,5
705,organ commun cleanup event cleaner promot environment awar,2023-10-03 12:30:00,twitter,"EnvironmentalEfforts, HighSchoolCommunity",26,50,canada,Neutral,0,1,1,1
706,share favorit book recommend build mini book club,2023-10-04 18:20:00,facebook,"BookClub, HighSchoolReads",19,38,uk,Neutral,0,0,1,4
707,experi new recip school bake bake adventur kitchen,2023-10-05 14:15:00,instagram,"BakingAdventures, HighSchoolBakes",21,43,usa,Neutral,1,0,1,5
708,collabor school project teamwork make dream work,2023-10-06 17:30:00,twitter,"Teamwork, HighSchoolProjects",18,36,canada,Neutral,0,1,1,1
709,attend school club meet explor new dabbl extracurricular activ,2023-10-07 20:45:00,instagram,"SchoolClubs, HighSchoolInterests",22,45,uk,Neutral,1,0,1,4
710,explor new job opportun gain work career develop progress,2023-10-08 15:15:00,facebook,"CareerDevelopment, HighSchoolJobs",24,48,usa,Neutral,0,0,1,5
711,attend school assembl stay inform upcom event stay connect school activ,2023-10-09 22:00:00,twitter,"SchoolEvents, HighSchoolConnectivity",20,40,canada,Neutral,0,1,1,1
712,explor new hobbi photographi free captur moment len,2023-10-10 14:15:00,instagram,"PhotographyJourney, HighSchoolHobbies",25,49,uk,Neutral,1,0,1,4
713,particip scienc fair showcas uniqu share knowledg peer,2023-10-11 16:45:00,facebook,"ScienceFair, HighSchoolScience",19,37,usa,Neutral,0,0,1,5
714,attend workshop time manag enhanc organiz strive effici,2023-10-12 18:20:00,twitter,"EfficiencyGoals, HighSchoolSkills",23,44,canada,Neutral,0,1,1,1
715,volunt local chariti event give back contribut social caus,2023-10-13 12:30:00,instagram,"CommunityService, HighSchoolVolunteer",20,39,uk,Neutral,1,0,1,4
716,collabor group project promot teamwork share group effort action,2023-10-14 17:30:00,facebook,"TeamSpirit, HighSchoolProjects",18,35,usa,Neutral,0,0,1,5
717,particip debat club enhanc critic think commun intellectu engag progress,2023-10-15 20:45:00,twitter,"DebateSkills, HighSchoolIntellect",22,43,canada,Neutral,0,1,1,1
718,celebr friend birthday surpris joy moment laughter around,2023-10-16 15:45:00,instagram,"SurpriseParty, HighSchoolCelebration",27,52,uk,Positive,1,0,3,4
719,success complet challeng code excit overcom code hurdl,2023-10-17 12:30:00,twitter,"CodingTriumph, HighSchoolTech",24,48,usa,Positive,0,1,3,5
720,attend school talent show support applaud divers talent display,2023-10-18 16:45:00,facebook,"TalentShow, HighSchoolEntertainment",19,38,canada,Positive,0,0,3,1
721,explor new hike trail friend natur laughter good vibe,2023-10-19 18:20:00,instagram,"NatureAdventures, HighSchoolFriends",21,42,uk,Positive,1,0,3,4
722,win friendli sport competit rival victori celebr full swing,2023-10-20 14:15:00,twitter,"SportsTriumph, HighSchoolAthletics",26,50,usa,Positive,0,1,3,5
723,receiv heartfelt letter pen pal anoth connect across globe,2023-10-21 17:30:00,facebook,"GlobalFriendship, HighSchoolCorrespondence",23,45,canada,Positive,0,0,3,1
724,creat beauti mural fellow art power collabor creativ,2023-10-22 20:45:00,instagram,"ArtCollaboration, HighSchoolCreativity",22,43,uk,Positive,1,0,3,4
725,particip art wit creativ spread posit vibe,2015-11-10 16:45:00,instagram,"ArtisticExpression, HighSchoolCreativity",23,44,usa,Positive,1,0,3,5
726,achiev person best track field thrill victori,2016-09-14 12:30:00,twitter,"AthleticAchievement, HighSchoolSports",26,51,canada,Positive,0,1,3,1
727,collabor scienc project receiv recognit region scienc triumph smile,2017-08-18 18:20:00,facebook,"ScienceFairWinner, HighSchoolScience",20,39,uk,Positive,0,0,3,4
728,attend surpris birthday parti organ surround love laughter good compani,2018-06-22 14:15:00,instagram,"SurpriseCelebration, HighSchoolFriendship",25,48,usa,Positive,1,0,3,5
729,success fundrais school chariti joy give back commun,2019-04-05 17:30:00,twitter,"CommunityGiving, HighSchoolPhilanthropy",22,42,canada,Positive,0,1,3,1
730,particip multicultur festiv celebr divers music danc delici food,2020-02-29 20:45:00,facebook,"CulturalCelebration, HighSchoolUnity",21,43,uk,Positive,0,0,3,4
731,organ virtual talent show challeng time bring smile classmat face,2020-11-15 15:15:00,instagram,"VirtualEntertainment, HighSchoolPositivity",24,47,usa,Positive,1,0,3,5
